zone,Datetime,Completed Trips,Traffic Volume,Average Speed,Congestion Level,Temperature,Drivers' Earnings,Distance Travelled (km),event importance,Bookings,event type
8986d880d77ffff,2024-02-08 22:30:00,162.0,113.99762426743538,62.3,7.109081348518492,26.9,44390.27,750.06,0.69,299.351702869914,Exhibition
8986d880d77ffff,2024-02-10 17:45:00,341.0,685.1004871404299,36.458,29.17341163830713,21.456,65743.395,1391.545,0.746,632.0230730358122,Sports
8986d880d77ffff,2024-02-16 17:15:00,427.0,1061.301443180472,40.551,35.07104546110358,22.057,93975.197,4031.188,0.596,818.2005991558532,Sports
8986d880d77ffff,2024-02-16 17:45:00,332.0,792.6743932692098,35.965,38.68968388364716,20.703,56620.65,1544.142,0.747,700.2605098800868,Sports
8986d880d77ffff,2024-02-19 10:15:00,161.0,1137.7161762492196,45.154,34.03083237173559,26.166,9320.122,1193.267,0.701,190.12069572899327,Concert
8986d880d77ffff,2024-02-20 10:15:00,147.0,1208.6774685839264,44.0,32.449583241678035,26.1,8945.27,1114.26,0.7,217.88774964845223,Concert
8986d880d77ffff,2024-02-20 17:15:00,424.0,970.7524671414594,41.0,30.99485266208871,22.0,95509.89,3964.4,0.62,757.4238288909742,Sports
8986d880d77ffff,2024-02-23 10:00:00,306.0,990.034017502452,40.016,31.483675463311823,22.883,51781.77,1428.432,0.326,467.2960093514938,Cultural
8986d880d77ffff,2024-02-23 17:45:00,332.0,709.9727578576831,36.182500000000005,31.231584540567688,20.9745,64829.291,1404.7255,0.7715000000000001,649.7045387473004,Sports
8986d880d77ffff,2024-02-27 10:00:00,302.0,983.9213877289588,40.3,31.24272202825814,23.1,50522.48,1419.4,0.34,433.3529362998767,Cultural
8986d880d77ffff,2024-03-02 09:15:00,73.0,729.2164745317673,46.8,30.468935135885136,25.3,4134.78,659.19,0.8,134.55137939754957,Cultural
8986d880d77ffff,2024-03-02 20:15:00,99.0,1079.0215483058091,37.9,35.67386000571979,20.2,9146.46,780.12,0.35,132.08448509108317,Cultural
8986d880d77ffff,2024-03-04 17:15:00,441.0,906.2007495409748,41.077,30.922330556107067,22.087,94713.255,3980.124,0.641,640.0819094868668,Sports
8986d880d77ffff,2024-03-07 18:00:00,325.0,693.0961219589689,43.0,28.422939906317787,21.8,77662.07,1267.5,0.83,771.673536243896,Concert
8986d880d77ffff,2024-03-11 09:15:00,304.0,1716.6842082191235,49.929,39.58884138909571,24.865,60184.391,1110.12,0.746,507.17135696212864,Exhibition
8986d880d77ffff,2024-03-12 14:30:00,187.0,499.896900011394,57.1,14.370846968881976,21.0,28022.48,1176.23,0.58,271.27270158844794,Cultural
8986d880d77ffff,2024-03-12 17:15:00,35.0,382.0,53.733,13.08,24.79,4555.9,226.137,0.161,58.0,Cultural
8986d880d77ffff,2024-03-13 09:15:00,74.0,719.7171530809464,46.523,27.157694297869234,25.274,7084.558,820.7,0.82,127.5135916899426,Cultural
8986d880d77ffff,2024-03-14 09:15:00,303.0,1635.5069455654725,50.4,33.92971421048982,24.6,58978.34,1272.6,0.7,485.8894124390287,Exhibition
8986d880d77ffff,2024-03-16 20:15:00,121.0,352.0,45.5,16.8,20.4,7952.86,871.2,0.0,159.0,No Event
8986d880d77ffff,2024-03-17 09:15:00,303.0,1464.04408165167,50.406,33.01196540592929,24.712,60773.804,1201.802,0.688,394.7575533409465,Exhibition
8986d880d77ffff,2024-03-21 09:15:00,286.0,1671.043071223085,49.925,36.27592059403796,24.566,56565.669,1277.877,0.706,570.1086154002652,Exhibition
8986d880d77ffff,2024-03-23 10:00:00,99.0,877.9497970444515,54.3,22.282725174641374,32.0,8051.15,661.32,0.38,174.54108722207715,Exhibition
8986d880d77ffff,2024-03-24 10:30:00,170.0,1293.141334999537,31.585,37.64876020337585,19.502,47383.549,1709.964,0.914,400.7793132643401,Exhibition
8986d880d77ffff,2024-03-25 17:15:00,48.0,370.0,53.5,13.1,24.2,4164.89,285.6,0.18,68.0,Cultural
8986d880d77ffff,2024-03-26 10:30:00,166.0,1523.4764831587252,31.5,54.53352732924433,19.5,45403.71,1648.38,0.91,346.7890114465754,Exhibition
8986d880d77ffff,2024-03-28 22:00:00,146.0,446.6373943331878,52.9,17.578352120077135,29.7,18116.27,654.08,0.66,280.7881315280895,Local
8986d880d77ffff,2024-03-31 10:00:00,100.0,846.1171586821325,54.5,19.83864437259432,31.631,9471.618,683.616,0.387,169.06197838739757,Exhibition
8986d880d77ffff,2024-04-08 17:30:00,207.0,366.05660342992326,38.962,17.863218977084433,19.333,46365.481,886.039,0.303,316.211893123763,Cultural
8986d880d77ffff,2024-04-08 22:15:00,74.0,286.6236989576889,51.1,13.4132758224468,20.9,7427.49,218.3,0.27,124.70371431813112,Local
8986d880d77ffff,2024-04-14 22:00:00,165.0,348.80964614601606,45.751,18.37407426816187,29.034,42652.081,1391.825,0.39,231.73940618944383,Cultural
8986d880d77ffff,2024-04-19 10:30:00,114.0,454.0,40.397,18.997,26.614,9123.262,613.026,0.113,126.0,No Event
8986d880d77ffff,2024-04-19 17:30:00,203.0,374.6406450949378,40.1,23.28491019887205,19.3,45590.82,887.11,0.34,287.1341626430012,Cultural
8986d880d77ffff,2024-04-19 22:00:00,174.0,364.11160811984513,45.4,17.31053431055543,28.6,39488.05,1318.92,0.39,260.4204958754344,Cultural
8986d880d77ffff,2024-04-24 17:30:00,186.0,417.6442626875281,40.554,20.61290900026435,19.131,45346.938,836.436,0.329,348.8039917673846,Cultural
8986d880d77ffff,2024-04-24 18:45:00,200.0,779.4350939826357,44.155,29.69119748877674,26.633,33913.074,1266.947,0.645,281.315286653617,Local
8986d880d77ffff,2024-04-24 22:15:00,116.0,253.15660328420614,53.65,14.007867337043653,23.2,13285.95,633.765,0.4,159.4059392874054,Sports
8986d880d77ffff,2024-04-26 10:30:00,104.0,381.0,41.1,19.4,26.2,8380.06,442.0,0.12,114.0,No Event
8986d880d77ffff,2024-05-02 17:30:00,201.0,442.6702023667368,40.238,25.81039750849881,18.996,42149.351,841.098,0.437,386.50533569665214,Cultural
8986d880d77ffff,2024-05-02 22:15:00,74.0,154.45570216568234,59.413,8.75918097188408,24.695,3956.105,326.963,0.543,137.1591516293487,Sports
8986d880d77ffff,2024-05-03 00:15:00,10.0,167.0,48.721,12.774,26.768,3314.326,12.87,0.003,38.0,No Event
8986d880d77ffff,2024-05-04 14:30:00,83.0,144.0,51.5,11.1,31.9,6166.74,505.47,0.0,109.0,No Event
8986d880d77ffff,2024-05-04 18:45:00,203.0,691.4043132609596,43.844,21.376713718869325,27.163,34569.711,1318.251,0.675,284.10517437550146,Local
8986d880d77ffff,2024-05-07 00:15:00,24.0,166.0,48.7,12.8,26.6,1009.79,153.36,0.0,33.0,No Event
8986d880d77ffff,2024-05-07 22:15:00,71.0,220.4872089548421,59.6,10.888514333160506,24.035,0.0,403.456,0.554,164.48167061443772,Sports
8986d880d77ffff,2024-05-08 00:15:00,21.0,189.0,48.761,12.088,26.73,4870.799,294.852,0.024,2.0,No Event
8986d880d77ffff,2024-05-08 10:30:00,100.0,347.0,41.997,20.514,25.687,12596.685,512.157,0.157,106.0,No Event
8986d880d77ffff,2024-05-08 18:45:00,205.0,713.2314833113303,44.7,28.515534575451145,27.3,33448.12,1240.25,0.66,269.6889620812362,Local
8986d880d77ffff,2024-05-11 09:00:00,146.0,656.0,56.304,15.5,29.836,13283.22,728.698,0.036,201.0,No Event
8986d880d77ffff,2024-05-12 14:30:00,31.0,240.69128319356352,40.7,20.068801239696,25.3,2014.2,81.22,0.23,40.1545995154429,Cultural
8986d880d77ffff,2024-05-13 14:30:00,68.0,165.0,50.155,10.464,31.649,1828.83,445.152,0.021,106.0,No Event
8986d880d77ffff,2024-05-14 14:30:00,24.0,227.83396318685803,41.698,16.71853692649457,25.353,2484.329,151.247,0.249,52.72330687226993,Cultural
8986d880d77ffff,2024-05-21 09:00:00,153.0,661.0,55.8,15.7,30.3,14701.76,670.14,0.0,187.0,No Event
8986d880d77ffff,2024-05-21 14:30:00,23.0,289.782941773886,40.071,18.36857371319233,24.904,962.399,0.0,0.23,36.15589278419316,Cultural
8986d880d77ffff,2024-05-22 09:00:00,154.0,684.0,56.42,15.262,30.773,12757.909,680.551,0.0,188.0,No Event
8986d880d77ffff,2024-05-23 08:30:00,81.0,505.0,50.345,16.282,26.745,5547.667,782.3,0.0,124.0,No Event
8986d880d77ffff,2024-05-25 08:30:00,103.0,505.0,50.7,16.2,26.4,4052.83,772.5,0.0,135.0,No Event
8986d880d77ffff,2024-05-29 14:15:00,261.0,107.41276344082333,45.166,18.664929277309223,26.145,28781.957,821.933,0.852,586.490071442834,Concert
8986d880d77ffff,2024-06-01 14:30:00,87.0,292.0,51.431,12.762,24.81,3558.418,338.429,0.033,99.0,No Event
8986d880d77ffff,2024-06-04 14:30:00,80.0,259.0,51.3,12.7,24.4,3404.75,446.4,0.0,85.0,No Event
8986d880d77ffff,2024-06-07 08:30:00,101.0,504.0,51.424,16.419,26.013,1926.094,801.649,0.0,125.0,No Event
8986d880d77ffff,2024-06-08 14:15:00,254.0,132.4997353915623,45.5,20.608770443867048,26.9,32617.41,858.52,0.82,623.5859471213869,Concert
8986d880d77ffff,2024-06-13 09:00:00,149.0,617.7556715511772,30.101,22.890227019747897,20.993,19244.181,374.749,0.211,187.7804749731536,Sports
8986d880d77ffff,2024-06-15 14:15:00,244.0,177.64582141374768,46.017,18.29300267261853,27.108,34671.897,785.145,0.83,446.0721350403044,Concert
8986d880d77ffff,2024-06-17 17:30:00,36.0,544.0,56.141,13.755,26.112,5070.149,28.98,0.065,72.0,No Event
8986d880d77ffff,2024-06-19 17:30:00,41.0,539.0,54.959,13.771,25.547,4650.155,257.567,0.0,47.0,No Event
8986d880d77ffff,2024-06-22 09:45:00,54.0,1066.2481006723908,42.1,32.89865542940318,27.9,5082.92,389.34,0.4,78.81298379698177,Sports
8986d880d77ffff,2024-06-22 22:30:00,36.0,476.6538349311113,52.684666666666665,19.564206951579624,32.25,2409.914666666667,133.53599999999997,0.6556666666666667,20.240914228758626,Exhibition
8986d880d77ffff,2024-06-25 09:00:00,131.0,637.87870137068,32.0,26.79483752903156,20.6,16054.01,496.49,0.21,197.87309487860472,Sports
8986d880d77ffff,2024-06-26 22:00:00,155.0,409.6628527912176,50.5,18.70138074989919,22.4,9166.68,506.85,0.58,229.6363983769772,Exhibition
8986d880d77ffff,2024-06-27 09:00:00,131.0,539.0,31.952,26.322,20.452,13070.513,605.54,0.199,195.0,Sports
8986d880d77ffff,2024-06-28 17:30:00,43.0,518.0,56.83,14.309,25.209,3015.064,241.805,0.003,53.0,No Event
8986d880d77ffff,2024-06-30 09:00:00,131.0,573.0,32.636,26.866,20.914,16181.727,447.843,0.194,211.0,Sports
8986d880d77ffff,2024-06-30 09:45:00,65.0,1071.409059574779,42.152,31.62141510613373,28.188,1505.705,450.641,0.392,70.76040423031498,Sports
8986d880d77ffff,2024-06-30 17:30:00,44.0,527.0,56.1,13.8,25.5,3519.77,180.84,0.0,49.0,No Event
8986d880d77ffff,2024-06-30 22:30:00,29.0,528.1036704882175,52.9,19.34886051535671,32.2,1833.75,205.32,0.66,41.12464668722198,Exhibition
8986d880d77ffff,2024-07-02 17:30:00,277.0,797.5844040878817,42.9,22.41363184723035,19.6,31204.72,747.9,0.44,425.6638283728624,Exhibition
8986d880d77ffff,2024-07-05 17:30:00,250.0,732.7119064826253,42.498,24.83579756512917,19.99,35471.865,869.64,0.491,353.4005772258586,Exhibition
8986d880d77ffff,2024-07-07 22:00:00,145.0,538.1368775424812,50.291,18.18936811892128,21.56,8427.115,536.217,0.56,247.36210053766575,Exhibition
8986d880d77ffff,2024-07-08 22:30:00,26.0,467.2147936653666,52.464,19.18062687692137,32.328,3215.863,240.148,0.618,35.39278801673855,Exhibition
8986d880d77ffff,2024-07-13 09:15:00,158.0,565.2665431078827,66.996,8.885943681428103,30.249,20305.295,633.087,0.269,214.15319999133845,Concert
8986d880d77ffff,2024-07-17 20:15:00,153.0,318.0,50.247,14.776,20.722,18240.506,1045.85,0.038,152.0,No Event
8986d880d77ffff,2024-07-18 20:15:00,147.0,371.0,48.885,14.296,20.463,22783.717,1026.72,0.0,166.0,No Event
8986d880d77ffff,2024-07-19 08:30:00,136.0,865.0,35.095,28.122,28.118,14172.559,1001.84,0.0,157.0,No Event
8986d880d77ffff,2024-07-24 20:15:00,153.0,309.0,50.38,14.581,20.732,21913.699,1047.996,0.0,160.0,No Event
8986d880d77ffff,2024-07-26 09:15:00,155.0,586.4855949147503,67.0,8.596749331916927,30.2,19582.01,705.25,0.24,223.08372240775685,Concert
8986d880d77ffff,2024-07-28 10:45:00,61.0,774.0,42.1,24.0,21.0,7219.03,266.57,0.0,83.0,No Event
8986d880d77ffff,2024-07-29 20:15:00,149.0,331.0,50.3,14.2,20.5,21065.54,1060.88,0.0,152.0,No Event
8986d880d77ffff,2024-07-31 08:30:00,132.0,799.0,33.373,28.972,27.671,11850.886,1111.577,0.0,152.0,No Event
8986d880d77ffff,2024-08-03 08:30:00,133.0,836.0,33.9,28.9,28.0,14621.12,1025.43,0.0,166.0,No Event
8986d880d77ffff,2024-08-03 10:45:00,72.0,749.0,41.624,23.54,20.709,6967.324,260.465,0.031,90.0,No Event
8986d880d77ffff,2024-08-04 08:30:00,137.0,790.0,33.529,29.457,27.711,19826.94,953.921,0.0,161.0,No Event
8986d880d77ffff,2024-08-04 09:15:00,130.0,572.2689438837257,66.384,9.51824314932542,29.983,20740.969,564.964,0.225,206.65339828430405,Concert
8986d880d77ffff,2024-08-11 09:00:00,86.0,687.0,42.0,22.9,31.9,6171.88,257.14,0.0,93.0,No Event
8986d880d77ffff,2024-08-15 00:00:00,137.0,228.9471796477128,53.138000000000005,14.443499749619654,31.802,25674.934999999998,374.4815,0.404,246.12234973442162,Sports
8986d880d77ffff,2024-08-19 09:00:00,79.0,713.0,42.261,23.02,32.267,4551.271,239.132,0.0,100.0,No Event
8986d880d77ffff,2024-08-21 22:00:00,149.0,103.41344155915463,49.34,11.783305582232003,22.459,10317.756,449.028,0.21,195.79300055062785,Local
8986d880d77ffff,2024-08-22 00:00:00,144.0,226.3497169208092,53.237,12.02998930569882,31.846,22567.791,373.849,0.419,256.2963273472069,Sports
8986d880d77ffff,2024-08-25 00:00:00,144.0,269.32176948570515,52.821,11.149919115339385,31.816,24123.552,360.356,0.377,337.44661072224466,Sports
8986d880d77ffff,2024-09-02 09:00:00,55.0,899.0,32.658,29.552,19.336,11843.17,199.377,0.0,107.0,No Event
8986d880d77ffff,2024-09-02 17:45:00,150.0,868.750501811774,47.4,31.641099202143856,32.0,29182.82,762.0,0.84,351.5967481015322,Concert
8986d880d77ffff,2024-09-04 09:00:00,84.0,906.0,33.19,29.855,18.84,7275.387,285.345,0.024,117.0,No Event
8986d880d77ffff,2024-09-04 22:00:00,127.0,101.83368113441932,50.179,11.731698070488578,21.528,15676.061,371.181,0.219,187.339079973692,Local
8986d880d77ffff,2024-09-05 22:00:00,138.0,141.11757644406953,49.5,15.064469460446894,22.2,13345.77,481.62,0.25,170.12581912326064,Local
8986d880d77ffff,2024-09-08 18:15:00,42.0,497.0,46.13,19.841,30.196,4340.144,131.475,0.0,43.0,No Event
8986d880d77ffff,2024-09-09 09:00:00,76.0,902.0,32.7,30.4,19.4,7157.16,245.48,0.0,105.0,No Event
8986d880d77ffff,2024-09-15 18:15:00,24.0,590.0,45.5,19.9,29.8,2019.78,86.4,0.0,32.0,No Event
8986d880d77ffff,2024-09-20 18:15:00,50.0,676.0,45.122,19.59,30.262,1475.908,0.0,0.008,39.0,No Event
8986d880d77ffff,2024-09-26 18:15:00,301.0,1254.6467308492313,50.378,25.649243505438,19.782,34065.472,990.923,0.435,544.7284348130182,Local
8986d880d77ffff,2024-09-28 17:30:00,16.5,487.0,45.522999999999996,18.671,30.996,2204.8575,86.469,0.0,13.0,No Event
8986d880d77ffff,2024-10-04 17:15:00,123.0,489.0,47.8,17.5,31.3,14495.62,826.56,0.0,131.0,No Event
8986d880d77ffff,2024-10-09 17:45:00,168.0,448.0,52.715,13.769,28.85,24043.614,1285.159,0.0,241.0,No Event
8986d880d77ffff,2024-10-09 18:15:00,305.0,1227.1886433829063,50.2,29.83412734086149,20.0,36436.73,905.85,0.41,436.21004292852297,Local
8986d880d77ffff,2024-10-10 17:30:00,0.0,462.0,46.418,18.363,31.4,0.0,101.649,0.0,0.0,No Event
8986d880d77ffff,2024-10-13 09:00:00,100.0,775.0,50.565,21.01,29.227,7773.675,385.372,0.0,83.0,No Event
8986d880d77ffff,2024-10-14 17:45:00,176.0,456.0,52.9,14.5,28.9,25279.14,1193.28,0.0,227.0,No Event
8986d880d77ffff,2024-10-15 18:15:00,302.0,1137.6240022955003,50.28,23.273347349287437,20.604,35317.391,782.808,0.421,410.3727937486393,Local
8986d880d77ffff,2024-10-16 09:00:00,99.0,819.0,50.5,20.4,29.7,7819.3,450.45,0.0,101.0,No Event
8986d880d77ffff,2024-10-16 09:45:00,387.0,1082.0540974911073,45.7,30.77495254359424,25.9,69273.54,1776.33,0.88,695.5090424872014,Sports
8986d880d77ffff,2024-10-16 17:30:00,384.0,902.6057138507527,41.2,31.3245955996565,25.7,86607.05,3252.48,0.81,781.3385717868733,Sports
8986d880d77ffff,2024-10-19 08:45:00,71.0,647.0,56.821,15.04,32.604,5748.835,440.252,0.048,67.0,No Event
8986d880d77ffff,2024-10-27 17:45:00,189.0,498.0,52.877,14.604,28.679,24713.997,1126.355,0.023,219.0,No Event
8986d880d77ffff,2024-10-28 09:00:00,89.0,845.0,49.885,20.583,29.694,7961.964,498.591,0.0,105.0,No Event
8986d880d77ffff,2024-10-28 17:30:00,379.0,765.393385224143,41.613,28.7591625687842,25.882,89504.269,3240.682,0.832,719.2003791003053,Sports
8986d880d77ffff,2024-10-31 08:45:00,64.0,658.0,56.1,15.5,32.1,7270.51,449.92,0.0,87.0,No Event
8986d880d77ffff,2024-11-03 14:30:00,78.0,203.0,52.2,11.5,29.2,4649.3,254.28,0.0,86.0,No Event
8986d880d77ffff,2024-11-15 09:45:00,169.0,1332.5240649847894,49.4,31.653731635634355,28.9,23870.38,868.66,0.79,265.1347511533085,Cultural
8986d880d77ffff,2024-11-19 17:45:00,219.0,967.0902624749344,51.8,25.58755968760949,19.5,46944.78,998.64,0.64,398.9897490151768,Sports
8986d880d77ffff,2024-11-20 09:45:00,166.0,1457.833943393371,49.666,33.48585612969339,29.557,24561.976,828.451,0.782,319.716904111347,Cultural
8986d880d77ffff,2024-11-21 17:00:00,644.0,771.9918944171025,48.7,26.658210439518285,30.2,139316.74,6008.52,0.74,1079.5022401273206,Cultural
8986d880d77ffff,2024-11-22 17:00:00,657.0,851.4536479305489,48.817,23.21207471613306,30.276,139270.79,5906.872,0.769,954.166614794586,Cultural
8986d880d77ffff,2024-11-25 09:45:00,178.0,1473.4763380977652,49.075,35.26547124118385,29.258,28433.927,915.494,0.775,320.11430123508563,Cultural
8986d880d77ffff,2024-11-30 10:00:00,152.0,827.345744859582,40.2,26.34771571294242,26.3,28238.39,849.68,0.55,254.63916299759063,Concert
8986d880d77ffff,2024-12-05 18:15:00,269.0,1100.5243525145474,47.496,27.108655352622566,29.79,43652.598,939.89,0.496,493.692220155617,Concert
8986d880d77ffff,2024-12-06 18:15:00,276.0,990.3161831505092,47.212,29.758114746672124,29.493,45983.004,872.302,0.466,458.8579701693139,Concert
8986d880d77ffff,2024-12-10 09:15:00,124.0,738.0,51.2,19.0,23.7,10140.69,260.4,0.0,140.0,No Event
8986d880d77ffff,2024-12-14 09:45:00,77.0,391.0,53.666,12.243,23.064,7607.112,344.436,0.0,87.0,No Event
8986d880d77ffff,2024-12-16 08:00:00,180.0,972.3275311384592,51.187,19.343562917664787,32.293,30604.828,1030.906,0.393,312.5165196325927,Concert
8986d880d77ffff,2024-12-17 18:15:00,276.0,1085.2437819464476,47.4,31.923623273444647,29.0,43988.02,888.72,0.46,514.5683705039384,Concert
8986d880d77ffff,2024-12-20 08:00:00,182.0,1030.1286137200398,51.1,21.117115807539196,32.4,32293.32,1062.88,0.4,296.5782560794991,Concert
8986d880d77ffff,2024-12-21 18:15:00,270.0,1022.1056095181444,47.423,27.150817945797872,29.066,43388.553,757.585,0.433,488.44107684702,Concert
8986d880d77ffff,2024-12-25 09:45:00,76.0,388.0,52.687,12.973,23.218,5486.641,526.138,0.001,60.0,No Event
8986d880d77ffff,2024-12-27 09:45:00,189.5,889.1927749192675,50.6,23.91112340292423,25.35,33894.979999999996,1069.23,0.295,275.81150401091884,Local
8986d880d77ffff,2024-12-29 08:45:00,116.0,713.0,50.558,18.546,23.357,2771.044,348.424,0.0,112.0,No Event
8986d880d77ffff,2024-12-30 08:00:00,185.0,1048.445849972182,51.216,25.56523367810781,33.109,34894.462,1133.029,0.372,267.12838542777604,Concert
8986d880d77ffff,2024-12-31 08:00:00,171.0,1057.046168504391,51.892,25.150210017093077,31.745,33311.675,1138.62,0.403,278.5117309511694,Concert
8986d880d77ffff,2025-01-02 08:00:00,49.0,644.0,51.6,17.6,26.3,5329.24,395.92,0.05,54.0,No Event
8986d880d77ffff,2025-01-07 08:45:00,96.0,772.0,51.2,19.4,24.2,3702.0,253.44,0.0,130.0,No Event
8986d880d77ffff,2025-01-14 08:45:00,106.0,724.0,50.926,19.838,24.284,5437.98,182.295,0.0,120.0,No Event
8986d880d77ffff,2025-01-17 18:00:00,53.0,954.5655613102014,37.74,28.2006013304886,19.909,5451.023,139.826,0.39,71.071356271817,Sports
8986d880d77ffff,2025-01-22 10:00:00,143.0,1510.4858206055994,37.711,35.33353114627009,25.768,17437.402,492.403,0.487,231.0629965655488,Local
8986d880d77ffff,2025-01-24 10:00:00,132.0,1596.3591470535932,36.73,43.34962568364404,25.613,17935.397,416.023,0.551,306.45357059811965,Local
8986d880d77ffff,2025-01-27 18:00:00,57.0,992.22833442429,37.8,26.947851411674197,20.3,7307.46,170.43,0.35,105.7442024841148,Sports
8986d880d77ffff,2025-01-28 18:00:00,56.0,947.9306834426918,37.063,30.864083585651887,20.099,9517.818,202.134,0.363,102.57893876672117,Sports
8986d880d77ffff,2025-02-01 10:00:00,149.0,1415.1652614561908,36.8,32.89339146984925,25.9,21426.36,502.13,0.51,244.96151334088376,Local
8986d880d77ffff,2025-02-07 08:15:00,124.0,1464.493211050219,49.3,34.77809271443448,29.8,46090.06,1143.28,0.74,216.3463607681264,Exhibition
8986d880d77ffff,2025-02-07 20:15:00,127.0,696.0,47.5,20.3,23.8,5861.85,878.84,0.0,149.0,No Event
8986d880d77ffff,2025-02-12 20:00:00,107.0,566.0,35.026,24.796,24.43,11205.661,606.803,0.0,138.0,No Event
8986d880d77ffff,2025-02-14 10:00:00,152.0,1399.8684510021922,37.97,39.0384033266758,25.821,21786.413,472.617,0.508,214.34485506379588,Local
8986d880d77ffff,2025-02-14 20:00:00,110.0,577.0,34.7,25.2,24.6,6152.72,509.3,0.0,122.0,No Event
8986d880d77ffff,2025-02-17 20:15:00,123.0,744.0,48.132,21.065,24.068,8258.264,917.01,0.018,136.0,No Event
8986d880d77ffff,2025-02-23 20:00:00,156.0,506.55844949623327,58.4,11.022276348478648,25.5,13380.06,441.48,0.23,227.4159694272241,Sports
8986d880d77ffff,2025-02-28 20:00:00,104.0,512.0,35.408,25.489,24.585,7331.25,531.664,0.024,119.0,No Event
8986d880d77ffff,2025-03-10 00:00:00,147.5,315.3013878251431,49.200500000000005,17.697736850148697,32.7725,36448.565,559.745,0.506,222.00047490489953,Local
8986d880d77ffff,2025-03-14 17:30:00,70.0,894.497153687863,43.2085,25.89364401977725,22.2135,3146.376,574.0965,0.5925,102.03681659889405,Sports
8986d880d77ffff,2025-03-15 00:00:00,139.0,328.14768296600056,49.2,19.04909190098129,32.7,33260.19,615.77,0.52,205.54325048731295,Local
8986d880d77ffff,2025-03-15 14:15:00,35.0,132.0,40.2,16.6,20.2,2015.99,194.6,0.0,50.0,No Event
8986d880d77ffff,2025-03-16 17:30:00,66.0,840.1048803691285,43.041,33.23243221081148,21.908,6520.918,718.044,0.604,134.54299197201615,Sports
8986d880d77ffff,2025-03-23 18:45:00,104.0,604.0,37.274,25.078,23.036,4467.584,519.051,0.036,150.0,No Event
8986d880d77ffff,2025-03-24 00:00:00,142.0,340.4104211412238,49.504,19.23570770759318,33.097,32306.826,604.707,0.508,197.5796804329073,Local
8986d880d77ffff,2025-03-25 00:00:00,138.0,274.86449519230814,49.822,15.64012700990615,32.959,31885.397,662.209,0.553,171.5413521740345,Local
8986d880d77ffff,2025-03-27 17:30:00,53.0,879.8991247033773,43.897,29.45751963663085,22.115,2133.067,620.714,0.593,161.7947381498699,Sports
8986d880d77ffff,2025-03-28 18:45:00,116.0,651.0,36.6,25.2,23.2,6639.86,479.08,0.0,161.0,No Event
8986d880d77ffff,2025-03-31 09:45:00,91.0,911.0,45.7,24.0,30.4,5493.99,404.95,0.0,100.0,No Event
8986d880d77ffff,2025-04-06 09:45:00,86.0,865.0,46.168,23.192,30.152,9276.109,345.667,0.0,117.0,No Event
8986d880d77ffff,2025-04-07 09:00:00,68.0,477.0,48.7,16.9,25.7,3213.31,457.64,0.0,74.0,No Event
8986d880d77ffff,2025-04-14 08:00:00,512.0,1270.018338120709,49.6,30.7203967137295,26.8,69062.45,1377.28,0.58,811.707060048474,Concert
